source_sectors,n
"Government,Justice / Law Ministry,Cabinet,Executive,Human Rights Ministry",1
"Government,Justice / Law Ministry,Cabinet,Human Rights Ministry,Executive",1
"Government,Justice / Law Ministry,Executive Office,Legislative / Parliamentary,Elite,Executive",1
"Government,Justice / Law Ministry,Executive,Defense / Security Ministry",1
"Government,Justice / Law Ministry,Executive,Elite,Legislative / Parliamentary",1
"Government,Justice / Law Ministry,Executive,Environment Ministry,Tourism Ministry",1
"Government,Justice / Law Ministry,Executive,Interior / Home Ministry",1
"Government,Justice / Law Ministry,Executive,Judicial",1
"Government,Justice / Law Ministry,Executive,Legislative / Parliamentary,Unicameral",1
"Government,Justice / Law Ministry,Executive,Legislative / Parliamentary,Upper House",1
"Government,Justice / Law Ministry,Executive,Police,National / Border Divisions",1
"Government,Justice / Law Ministry,Executive,Upper House,Legislative / Parliamentary",1
"Government,Justice / Law Ministry,Foreign Ministry,Executive,Cabinet",1
"Government,Justice / Law Ministry,Human Rights Ministry,Cabinet,Executive",1
"Government,Justice / Law Ministry,Interior / Home Ministry,Executive",1
"Government,Justice / Law Ministry,Legislative / Parliamentary,Executive,Lower House",1
"Government,Justice / Law Ministry,Tourism Ministry,Environment Ministry,Executive",1
"Government,Kashmiri,Education Ministry,Executive,International Ethnic",1
"Government,Krahn,Executive,Cabinet,Foreign Ministry,International Ethnic",1
"Government,Labor Ministry,Cabinet,Executive,International Religious,Protestant",1
"Government,Labor Ministry,General Population / Civilian / Social,Social,Executive",1
"Government,Labor Ministry,Legislative / Parliamentary,Upper House,Elite,Cabinet,Executive",1
"Government,Labor Ministry,Protestant,International Religious,Executive,Cabinet",1
"Government,Labor NGOs,Executive,Women / Children / Social / Welfare / Development / Religion Ministry,Nongovernmental Organizations / Activists",1
"Government,Legal,Justice / Law Ministry,Social,Executive",1
"Government,Legal,National / Border Divisions,Police,Social",1
"Government,Legislative / Parliamentary,Bantu,National Ethnic,Social,International Ethnic,Bantu, East-Coastal,Unicameral",1
"Government,Legislative / Parliamentary,Cabinet,Executive,Lower House,Foreign Ministry",1
"Government,Legislative / Parliamentary,Cabinet,Foreign Ministry,Lower House,Executive",1
"Government,Legislative / Parliamentary,Cabinet,Lower House,Executive,Industrial / Textiles / Mining Ministry,Finance / Economy / Commerce / Trade Ministry",1
"Government,Legislative / Parliamentary,Cabinet,Unicameral,Executive,Women / Children / Social / Welfare / Development / Religion Ministry",1
"Government,Legislative / Parliamentary,Elite,Executive,Defense / Security Ministry,Lower House",1
"Government,Legislative / Parliamentary,Elite,Local,Municipal,Lower House",1
"Government,Legislative / Parliamentary,Energy Ministry,Agriculture / Fishing / Forestry Ministry,Executive",1
"Government,Legislative / Parliamentary,Executive,Cabinet,Unicameral,Women / Children / Social / Welfare / Development / Religion Ministry",1
"Government,Legislative / Parliamentary,Executive,Cabinet,Women / Children / Social / Welfare / Development / Religion Ministry",1
"Government,Legislative / Parliamentary,Executive,Cabinet,Women / Children / Social / Welfare / Development / Religion Ministry,Unicameral",1
"Government,Legislative / Parliamentary,Executive,Elite,Finance / Economy / Commerce / Trade Ministry",1
"Government,Legislative / Parliamentary,Executive,Finance / Economy / Commerce / Trade Ministry,Lower House",1
"Government,Legislative / Parliamentary,Executive,Health Ministry",1
"Government,Legislative / Parliamentary,Executive,Interior / Home Ministry,Lower House,Elite",1
"Government,Legislative / Parliamentary,Executive,Interior / Home Ministry,Unicameral",1
"Government,Legislative / Parliamentary,Executive,Lower House,Finance / Economy / Commerce / Trade Ministry",1
"Government,Legislative / Parliamentary,Foreign Ministry,Executive,Justice / Law Ministry,Elite",1
"Government,Legislative / Parliamentary,Human Rights Ministry,Executive",1
"Government,Legislative / Parliamentary,International Ethnic,Armenian,Lower House",1
"Government,Legislative / Parliamentary,International Ethnic,Upper House,Elite,Romanian",1
"Government,Legislative / Parliamentary,International Government Organization,Elite,Global Diplomatic IGOs,Upper House,Global",1
"Government,Legislative / Parliamentary,International Government Organization,Regional,Regional Diplomatic IGOs",1
"Government,Legislative / Parliamentary,Jews,International Ethnic,Unicameral,Ideological,Centrist",1
"Government,Legislative / Parliamentary,Justice / Law Ministry,Executive,Unicameral",1
"Government,Legislative / Parliamentary,Justice / Law Ministry,Executive,Upper House",1
"Government,Legislative / Parliamentary,Justice / Law Ministry,Lower House,Executive",1
"Government,Legislative / Parliamentary,Krahn,International Ethnic,Unicameral",1
"Government,Legislative / Parliamentary,Kurd (Ethnic Group),International Ethnic",1
"Government,Legislative / Parliamentary,Local,Municipal,Elite,Lower House",1
"Government,Legislative / Parliamentary,Lower House,Cabinet,Executive,Education Ministry",1
"Government,Legislative / Parliamentary,Lower House,Defense / Security Ministry,Executive",1
"Government,Legislative / Parliamentary,Lower House,Elite,Executive Office,Executive",1
"Government,Legislative / Parliamentary,Lower House,Executive,Cabinet",1
"Government,Legislative / Parliamentary,Lower House,Executive,Education Ministry,Cabinet",1
"Government,Legislative / Parliamentary,Lower House,Foreign Ministry,Orthodox,Executive,International Religious",1
"Government,Legislative / Parliamentary,Lower House,Social,Muslim,International Religious,National Ethnic,Local,Provincial,National Ethnic Minority",1
"Government,Legislative / Parliamentary,Tourism Ministry,Unicameral,Cabinet,Executive",1
"Government,Legislative / Parliamentary,Unicameral,Cabinet,Executive",1
"Government,Legislative / Parliamentary,Unicameral,Education Ministry,Executive",1
"Government,Legislative / Parliamentary,Unicameral,Education Ministry,Executive,Cabinet",1
"Government,Legislative / Parliamentary,Unicameral,Executive,Justice / Law Ministry,Cabinet",1
"Government,Legislative / Parliamentary,Unicameral,Finance / Economy / Commerce / Trade Ministry,Executive",1
"Government,Legislative / Parliamentary,Unicameral,Interior / Home Ministry,Executive",1
"Government,Legislative / Parliamentary,Unicameral,Provincial,Local,Elite",1
"Government,Legislative / Parliamentary,Upper House,Centrist,Ideological,General Population / Civilian / Social,Social",1
"Government,Legislative / Parliamentary,Upper House,Media,Print News,News,State Media,Information / Communication / Transparency Ministry,Social,Executive",1
"Government,Local,Defense / Security Ministry,Municipal,Elite,Ideological,Far Right,Cabinet,Executive",1
"Government,Local,Executive,Municipal",1
"Government,Local,Executive,Provincial,Defense / Security Ministry,Elite",1
"Government,Local,Executive,Provincial,Education Ministry",1
"Government,Local,General Population / Civilian / Social,Provincial,Social",1
"Government,Local,International Religious,Elite,Provincial,Sunni",1
"Government,Local,Military,Provincial",1
"Government,Local,Municipal,Elite,Justice / Law Ministry,Cabinet,Executive",1
"Government,Local,Municipal,Executive,Executive Office,Elite",1
"Government,Local,Municipal,Lower House,Elite,Legislative / Parliamentary",1
"Government,Local,Municipal,Regional Diplomatic IGOs,Regional,International Government Organization",1
"Government,Local,National Ethnic,Provincial,National Ethnic Minority,Chechen,Social,International Ethnic",1
"Government,Local,Provincial,Elections Ministry,Executive",1
"Government,Local,Provincial,Executive,Agriculture / Fishing / Forestry Ministry",1
"Government,Local,Provincial,Executive,Cabinet",1
"Government,Local,Provincial,Human Rights NGOs,Nongovernmental Organizations / Activists,Tibetan,International Ethnic",1
"Government,Local,Provincial,International Ethnic,Azerbaijani",1
"Government,Local,Provincial,International Religious,Catholic,Elite",1
"Government,Local,Provincial,International Religious,Sunni,Elite",1
"Government,Local,Provincial,Lower House,Social,National Ethnic Minority,Legislative / Parliamentary,Muslim,National Ethnic,International Religious",1
"Government,Local,Provincial,Military",1
"Government,Local,Provincial,Nongovernmental Organizations / Activists",1
"Government,Local,Provincial,Social,National Ethnic Minority,National Ethnic",1
"Government,Local,Social,Provincial,General Population / Civilian / Social",1
"Government,Local,Social,Provincial,National Ethnic Minority,Business,National Ethnic,Elite",1
"Government,Lower House,Cabinet,Legislative / Parliamentary,Executive,Elite,Finance / Economy / Commerce / Trade Ministry",1
"Government,Lower House,Cabinet,Legislative / Parliamentary,Executive,Elite,Women / Children / Social / Welfare / Development / Religion Ministry",1
"Government,Lower House,Executive Office,Orthodox,Legislative / Parliamentary,Executive,Foreign Ministry,International Religious",1
"Government,Lower House,Executive,Agriculture / Fishing / Forestry Ministry,Legislative / Parliamentary",1
"Government,Lower House,Executive,Cabinet,Education Ministry,Legislative / Parliamentary",1
"Government,Lower House,Executive,Cabinet,Legislative / Parliamentary,Defense / Security Ministry",1
"Government,Lower House,Executive,Foreign Ministry,Legislative / Parliamentary",1
"Government,Lower House,Executive,Legislative / Parliamentary,Foreign Ministry",1
"Government,Lower House,Far Left,Ideological,Legislative / Parliamentary",1
"Government,Lower House,Finance / Economy / Commerce / Trade Ministry,Legislative / Parliamentary,Cabinet,Executive",1
"Government,Lower House,Foreign Ministry,Executive,Legislative / Parliamentary",1
"Government,Lower House,Information / Communication / Transparency Ministry,Executive,Cabinet,Legislative / Parliamentary",1
"Government,Lower House,International Religious,Legislative / Parliamentary,Protestant",1
"Government,Lower House,Legislative / Parliamentary,Cabinet,Executive,Agriculture / Fishing / Forestry Ministry",1
"Government,Lower House,Legislative / Parliamentary,Cabinet,Executive,Education Ministry",1
"Government,Lower House,Legislative / Parliamentary,Elite,Centrist,Ideological",1
"Government,Lower House,Legislative / Parliamentary,Elite,Local,Municipal",1
"Government,Lower House,Legislative / Parliamentary,Executive,Labor Ministry",1
"Government,Lower House,Legislative / Parliamentary,Executive,Women / Children / Social / Welfare / Development / Religion Ministry",1
"Government,Lower House,Legislative / Parliamentary,Ideological,Center Left",1
