crisno,sentence_number_int_aligned,sentence_number_int_aligned_groupmethod,sentence1,sentence2,sentence3,sentence4
464,40,40,This constituted the most important part of Canadas and Italys major responses to the crisis trigger.,,,
464,41,41,"Airstrike operations led by the UK, the US, France, and Canada were launched against Gaddafis forces in Benghazi, Tripoli, and Misrata that day.",,,
464,42,42,"Qatari fighter jets joined the enforcement effort the following day, which constituted the most important part of its major response to the crisis trigger.",,,
464,43,43,These operations were eventually merged into a single NATO operation named Operation Unified Protector.,,,
464,44,44,The establishment of the no-fly zone provided vital assistance to the Libyan opposition groups.,,,
464,45,45,"As the Libyan state was dealt heavy blows from both the domestic opposition and the foreign interveners, the international community began recognizing the National Transition Council (NTC) as the official representative of the Libyan people.",,,
464,46,46,"In June, Gaddafi offered to hold elections and promised to step aside if he lost, but this offer was rejected by the NTC.",,,
464,47,47,"On 20 August, the NTC began a major offensive in the form of the Battle of Tripoli and ultimately took control of the Libyan capital.",,,
464,48,48,Qatari special forces supported Libyan rebels in their attack on Gaddafi's Bab al-Aziziya during this battle.,,,
464,49,49,Forces of Operation Unified Protector continued to fly thousands of sorties in support of the Libyan opposition.,,,
464,50,50,"The Libyan opposition completed their goal of removing Gaddafi from power in the Battle of Sirte on 20 October, and Gaddafi was killed in the aftermath of the battle.",,,
464,51,51,,"This effectively ended the civil war, constituted a change in the Libyan regime, and terminated the crisis for all actors.",,
464,52,52,,"Operation Unified Protector officially came to a close on 31 October 2011, which was also the day that Abdel Rahim al-Keeb assumed the office of interim Prime Minister of Libya after being appointed to the position by the NTC.",,
464,53,53,,"At the outset of the crisis, humanitarian concerns were paramount for the NATO members that perceived a crisis.",,
464,54,54,,"The situation in Libya constituted a threat to non-material, moral values, specifically human rights, and invoked the Responsibility to Protect norm.",,
464,55,55,,"Italy also had economic concerns, as it received 25% of its oil and 10% of its natural gas from Libya, and the two countries were heavily mutually invested in each other.",,
464,56,56,,"France also perceived a threat to influence, adopting a strong anti-regime stance in order to help recover its reputation after taking failed pro-regime stances in several prior Arab Spring uprisings (e.g., Tunisia, Egypt).",,
464,57,57,,A number of the European crisis actors also had concerns about the possible influx of refugees.,,
464,58,58,,Qatar was primarily motivated by the opportunity to expand its regional influence.,,
464,59,59,,Operation Unified Protector had both air and naval components.,,
464,60,60,,"Qatar only contributed to the air component, while all other members of the coalition that were also crisis actors contributed to both components.",,
464,61,61,,"During the operation, the US flew the largest number of sorties (2000), followed by the UK and France (1300 and 1200, respectively), and then Italy and Canada (600 and 358, respectively).",,
464,62,62,,The US also provided covert support for NATO and the Libyan rebels.,,
464,63,63,,Qatars combat deployment was the first by an Arab or Muslim-majority country and thus of critical regional and diplomatic significance.,,
464,64,64,,"It was also the only country to commit ground troops to the effort, sending hundreds of special forces to train and fight alongside the Libyan opposition.",,
464,65,65,,Qatar also provided weapons to the opposition.,,
464,66,66,,"Additional NATO and non-NATO countries that were involved in the enforcement of the no-fly zone, albeit to a lesser degree than the crisis actors, included Belgium, Bulgaria, Denmark, Greece, Jordan, the Netherlands, Norway, Romania, Spain, Sweden, Turkey, and the United Arab Emirates.",,
464,67,67,,Russia and China were minimally involved in the crisis.,,
464,68,68,,"Russia abstained from the UNSC vote on Resolution 1973, but both the Russian representative to the UN and Prime Minister Vladimir Putin heavily criticized it.",,
464,69,69,,"Russia and China also signed a joint declaration emphasizing the need for a political, not military, solution to the crisis.",,
464,70,70,,"In the aftermath of this crisis, Libya struggled with establishing an effective government.",,
464,71,71,,"Elections for the General National Congress (GNC) were held in July 2012, and the NTC transferred power to it one month later.",,
464,72,72,,"In March 2014, the General National Congress voted to replace itself with a new legislature named the Council of Deputies.",,
464,73,73,,Elections were held three months later with low turnout.,,
464,74,74,,The Council of Deputies took up residence in Tobruk and is the internationally recognized government of Libya.,,
464,75,75,,Former GNC and Islamist parties fared poorly in the elections and set up a rival government in Tripoli.,,
464,76,76,,"Militias that fought against the Gaddafi regime vied for power in post-Gaddafi Libya, with violence beginning in 2011.",,
464,77,77,,"By 2013, Libya became a failed state and was in a near-anarchic situation.",,
464,78,78,,"Violence escalated in 2014, eventually",,
466,1,1,"Tensions between the government of Sudan and southern Sudanese had existed since the time of Sudanese independence and focused on resources, religion, and the right to self-rule.",,,
